"ibge","municipio","latitude","longitude","cod_estado","estado","uf","regiao","capital"
261150,"Quipapá",-8.81175,-36.0137,26,"Pernambuco","PE","Nordeste",0
521850,"Quirinópolis",-18.4472,-50.4547,52,"Goiás","GO","Centro-Oeste",0
330415,"Quissamã",-22.1031,-41.4693,33,"Rio de Janeiro","RJ","Sudeste",0
412120,"Quitandinha",-25.8734,-49.4973,41,"Paraná","PR","Sul",0
231126,"Quiterianópolis",-5.8425,-40.7002,23,"Ceará","CE","Nordeste",0
261153,"Quixaba",-7.70734,-37.8446,26,"Pernambuco","PE","Nordeste",0
251260,"Quixabá",-7.0224,-37.1458,25,"Paraíba","PB","Nordeste",0
292593,"Quixabeira",-11.4031,-40.12,29,"Bahia","BA","Nordeste",0
231130,"Quixadá",-4.9663,-39.0155,23,"Ceará","CE","Nordeste",0
231135,"Quixelô",-6.24637,-39.2011,23,"Ceará","CE","Nordeste",0
231140,"Quixeramobim",-5.19067,-39.2889,23,"Ceará","CE","Nordeste",0
231150,"Quixeré",-5.07148,-37.9802,23,"Ceará","CE","Nordeste",0
241050,"Rafael Fernandes",-6.18987,-38.2211,24,"Rio Grande do Norte","RN","Nordeste",0
241060,"Rafael Godeiro",-6.07244,-37.716,24,"Rio Grande do Norte","RN","Nordeste",0
292595,"Rafael Jambeiro",-12.4053,-39.5007,29,"Bahia","BA","Nordeste",0
354210,"Rafard",-23.0105,-47.5318,35,"São Paulo","SP","Sudeste",0
412125,"Ramilândia",-25.1195,-54.023,41,"Paraná","PR","Sul",0
354220,"Rancharia",-22.2269,-50.893,35,"São Paulo","SP","Sudeste",0
412130,"Rancho Alegre",-23.0676,-50.9145,41,"Paraná","PR","Sul",0
412135,"Rancho Alegre D'Oeste",-24.3065,-52.9552,41,"Paraná","PR","Sul",0
421430,"Rancho Queimado",-27.6727,-49.0191,42,"Santa Catarina","SC","Sul",0
210945,"Raposa",-2.4254,-44.0973,21,"Maranhão","MA","Nordeste",0
315390,"Raposos",-19.9636,-43.8079,31,"Minas Gerais","MG","Sudeste",0
315400,"Raul Soares",-20.1061,-42.4502,31,"Minas Gerais","MG","Sudeste",0
412140,"Realeza",-25.7711,-53.526,41,"Paraná","PR","Sul",0
412150,"Rebouças",-25.6232,-50.6877,41,"Paraná","PR","Sul",0
261160,"Recife",-8.04666,-34.8771,26,"Pernambuco","PE","Nordeste",1
315410,"Recreio",-21.5289,-42.4676,31,"Minas Gerais","MG","Sudeste",0
171850,"Recursolândia",-8.7227,-47.2421,17,"Tocantins","TO","Norte",0
150613,"Redenção",-8.02529,-50.0317,15,"Pará","PA","Norte",0
231160,"Redenção",-4.21587,-38.7277,23,"Ceará","CE","Nordeste",0
354230,"Redenção da Serra",-23.2638,-45.5422,35,"São Paulo","SP","Sudeste",0
220870,"Redenção do Gurguéia",-9.47937,-44.5811,22,"Piauí","PI","Nordeste",0
431540,"Redentora",-27.664,-53.6407,43,"Rio Grande do Sul","RS","Sul",0
315415,"Reduto",-20.2401,-41.9848,31,"Minas Gerais","MG","Sudeste",0
220880,"Regeneração",-6.23115,-42.6842,22,"Piauí","PI","Nordeste",0
354240,"Regente Feijó",-22.2181,-51.3055,35,"São Paulo","SP","Sudeste",0
354250,"Reginópolis",-21.8914,-49.2268,35,"São Paulo","SP","Sudeste",0
354260,"Registro",-24.4979,-47.8449,35,"São Paulo","SP","Sudeste",0
431545,"Relvado",-29.1164,-52.0778,43,"Rio Grande do Sul","RS","Sul",0
292600,"Remanso",-9.61944,-42.0848,29,"Bahia","BA","Nordeste",0
251270,"Remígio",-6.94992,-35.8011,25,"Paraíba","PB","Nordeste",0
412160,"Renascença",-26.1588,-52.9703,41,"Paraná","PR","Sul",0
231170,"Reriutaba",-4.14191,-40.5759,23,"Ceará","CE","Nordeste",0
330420,"Resende",-22.4705,-44.4509,33,"Rio de Janeiro","RJ","Sudeste",0
315420,"Resende Costa",-20.9171,-44.2407,31,"Minas Gerais","MG","Sudeste",0
412170,"Reserva",-24.6492,-50.8466,41,"Paraná","PR","Sul",0
510715,"Reserva do Cabaçal",-15.0743,-58.4585,51,"Mato Grosso","MT","Centro-Oeste",0
412175,"Reserva do Iguaçu",-25.8319,-52.0272,41,"Paraná","PR","Sul",0
315430,"Resplendor",-19.3194,-41.2462,31,"Minas Gerais","MG","Sudeste",0
315440,"Ressaquinha",-21.0642,-43.7598,31,"Minas Gerais","MG","Sudeste",0
354270,"Restinga",-20.6056,-47.4833,35,"São Paulo","SP","Sudeste",0
431550,"Restinga Sêca",-29.8188,-53.3807,43,"Rio Grande do Sul","RS","Sul",0
292610,"Retirolândia",-11.4832,-39.4234,29,"Bahia","BA","Nordeste",0
210950,"Riachão",-7.35819,-46.6225,21,"Maranhão","MA","Nordeste",0
251274,"Riachão",-6.54269,-35.661,25,"Paraíba","PB","Nordeste",0
292620,"Riachão das Neves",-11.7508,-44.9143,29,"Bahia","BA","Nordeste",0
251275,"Riachão do Bacamarte",-7.25347,-35.6693,25,"Paraíba","PB","Nordeste",0
280580,"Riachão do Dantas",-11.0729,-37.731,28,"Sergipe","SE","Nordeste",0
292630,"Riachão do Jacuípe",-11.8067,-39.3818,29,"Bahia","BA","Nordeste",0
251276,"Riachão do Poço",-7.14173,-35.2914,25,"Paraíba","PB","Nordeste",0
171855,"Riachinho",-6.44005,-48.1371,17,"Tocantins","TO","Norte",0
315445,"Riachinho",-16.2258,-45.9888,31,"Minas Gerais","MG","Sudeste",0
241070,"Riacho da Cruz",-5.92654,-37.949,24,"Rio Grande do Norte","RN","Nordeste",0
261170,"Riacho das Almas",-8.13742,-35.8648,26,"Pernambuco","PE","Nordeste",0
241080,"Riacho de Santana",-6.25139,-38.3116,24,"Rio Grande do Norte","RN","Nordeste",0
292640,"Riacho de Santana",-13.6059,-42.9397,29,"Bahia","BA","Nordeste",0
251278,"Riacho de Santo Antônio",-7.68023,-36.157,25,"Paraíba","PB","Nordeste",0
251280,"Riacho dos Cavalos",-6.44067,-37.6483,25,"Paraíba","PB","Nordeste",0
315450,"Riacho dos Machados",-16.0091,-43.0488,31,"Minas Gerais","MG","Sudeste",0
220885,"Riacho Frio",-10.1244,-44.9503,22,"Piauí","PI","Nordeste",0
241090,"Riachuelo",-5.82156,-35.8215,24,"Rio Grande do Norte","RN","Nordeste",0
280590,"Riachuelo",-10.735,-37.1966,28,"Sergipe","SE","Nordeste",0
521860,"Rialma",-15.3145,-49.5814,52,"Goiás","GO","Centro-Oeste",0
521870,"Rianápolis",-15.4456,-49.5114,52,"Goiás","GO","Centro-Oeste",0
210955,"Ribamar Fiquene",-5.93067,-47.3888,21,"Maranhão","MA","Nordeste",0
500710,"Ribas do Rio Pardo",-20.4445,-53.7588,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
354280,"Ribeira",-24.6517,-49.0044,35,"São Paulo","SP","Sudeste",0
292650,"Ribeira do Amparo",-11.0421,-38.4242,29,"Bahia","BA","Nordeste",0
220887,"Ribeira do Piauí",-7.69028,-42.7128,22,"Piauí","PI","Nordeste",0
292660,"Ribeira do Pombal",-10.8373,-38.5382,29,"Bahia","BA","Nordeste",0
261180,"Ribeirão",-8.50957,-35.3698,26,"Pernambuco","PE","Nordeste",0
354290,"Ribeirão Bonito",-22.0685,-48.182,35,"São Paulo","SP","Sudeste",0
354300,"Ribeirão Branco",-24.2206,-48.7635,35,"São Paulo","SP","Sudeste",0
510718,"Ribeirão Cascalheira",-12.9367,-51.8244,51,"Mato Grosso","MT","Centro-Oeste",0
412180,"Ribeirão Claro",-23.1941,-49.7597,41,"Paraná","PR","Sul",0
354310,"Ribeirão Corrente",-20.4579,-47.5904,35,"São Paulo","SP","Sudeste",0
315460,"Ribeirão das Neves",-19.7621,-44.0844,31,"Minas Gerais","MG","Sudeste",0
292665,"Ribeirão do Largo",-15.4508,-40.7441,29,"Bahia","BA","Nordeste",0
412190,"Ribeirão do Pinhal",-23.4091,-50.3601,41,"Paraná","PR","Sul",0
354320,"Ribeirão do Sul",-22.789,-49.933,35,"São Paulo","SP","Sudeste",0
354323,"Ribeirão dos Índios",-21.8382,-51.6103,35,"São Paulo","SP","Sudeste",0
354325,"Ribeirão Grande",-24.1011,-48.3679,35,"São Paulo","SP","Sudeste",0
354330,"Ribeirão Pires",-23.7067,-46.4058,35,"São Paulo","SP","Sudeste",0
354340,"Ribeirão Preto",-21.1699,-47.8099,35,"São Paulo","SP","Sudeste",0
315470,"Ribeirão Vermelho",-21.1879,-45.0637,31,"Minas Gerais","MG","Sudeste",0
510719,"Ribeirãozinho",-16.4856,-52.6924,51,"Mato Grosso","MT","Centro-Oeste",0
220890,"Ribeiro Gonçalves",-7.55651,-45.2447,22,"Piauí","PI","Nordeste",0
280600,"Ribeirópolis",-10.5357,-37.438,28,"Sergipe","SE","Nordeste",0
354360,"Rifaina",-20.0803,-47.4291,35,"São Paulo","SP","Sudeste",0
354370,"Rincão",-21.5894,-48.0728,35,"São Paulo","SP","Sudeste",0
354380,"Rinópolis",-21.7284,-50.7239,35,"São Paulo","SP","Sudeste",0
315480,"Rio Acima",-20.0876,-43.7878,31,"Minas Gerais","MG","Sudeste",0
412200,"Rio Azul",-25.7306,-50.7985,41,"Paraná","PR","Sul",0
320435,"Rio Bananal",-19.2719,-40.3366,32,"Espírito Santo","ES","Sudeste",0
412210,"Rio Bom",-23.7606,-51.4122,41,"Paraná","PR","Sul",0
330430,"Rio Bonito",-22.7181,-42.6276,33,"Rio de Janeiro","RJ","Sudeste",0
412215,"Rio Bonito do Iguaçu",-25.4874,-52.5292,41,"Paraná","PR","Sul",0
120040,"Rio Branco",-9.97499,-67.8243,12,"Acre","AC","Norte",1
510720,"Rio Branco",-15.2483,-58.1259,51,"Mato Grosso","MT","Centro-Oeste",0
412217,"Rio Branco do Ivaí",-24.3244,-51.3187,41,"Paraná","PR","Sul",0
412220,"Rio Branco do Sul",-25.1892,-49.3115,41,"Paraná","PR","Sul",0
500720,"Rio Brilhante",-21.8033,-54.5427,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
315490,"Rio Casca",-20.2285,-42.6462,31,"Minas Gerais","MG","Sudeste",0
330440,"Rio Claro",-22.72,-44.1419,33,"Rio de Janeiro","RJ","Sudeste",0
354390,"Rio Claro",-22.3984,-47.5546,35,"São Paulo","SP","Sudeste",0
110026,"Rio Crespo",-9.69965,-62.9011,11,"Rondônia","RO","Norte",0
171865,"Rio da Conceição",-11.3949,-46.8847,17,"Tocantins","TO","Norte",0
421440,"Rio das Antas",-26.8946,-51.0674,42,"Santa Catarina","SC","Sul",0
330450,"Rio das Flores",-22.1692,-43.5856,33,"Rio de Janeiro","RJ","Sudeste",0
330452,"Rio das Ostras",-22.5174,-41.9475,33,"Rio de Janeiro","RJ","Sudeste",0
354400,"Rio das Pedras",-22.8417,-47.6047,35,"São Paulo","SP","Sudeste",0
292670,"Rio de Contas",-13.5852,-41.8048,29,"Bahia","BA","Nordeste",0
330455,"Rio de Janeiro",-22.9129,-43.2003,33,"Rio de Janeiro","RJ","Sudeste",1
292680,"Rio do Antônio",-14.4071,-42.0721,29,"Bahia","BA","Nordeste",0
421450,"Rio do Campo",-26.9452,-50.136,42,"Santa Catarina","SC","Sul",0
240895,"Rio do Fogo",-5.2765,-35.3794,24,"Rio Grande do Norte","RN","Nordeste",0
421460,"Rio do Oeste",-27.1952,-49.7989,42,"Santa Catarina","SC","Sul",0
292690,"Rio do Pires",-13.1185,-42.2902,29,"Bahia","BA","Nordeste",0
315510,"Rio do Prado",-16.6056,-40.5714,31,"Minas Gerais","MG","Sudeste",0
421480,"Rio do Sul",-27.2156,-49.643,42,"Santa Catarina","SC","Sul",0
315500,"Rio Doce",-20.2412,-42.8995,31,"Minas Gerais","MG","Sudeste",0
171870,"Rio dos Bois",-9.34425,-48.5245,17,"Tocantins","TO","Norte",0
421470,"Rio dos Cedros",-26.7398,-49.2718,42,"Santa Catarina","SC","Sul",0
431555,"Rio dos Índios",-27.2973,-52.8417,43,"Rio Grande do Sul","RS","Sul",0
315520,"Rio Espera",-20.855,-43.4721,31,"Minas Gerais","MG","Sudeste",0
261190,"Rio Formoso",-8.6592,-35.1532,26,"Pernambuco","PE","Nordeste",0
421490,"Rio Fortuna",-28.1244,-49.1068,42,"Santa Catarina","SC","Sul",0
431560,"Rio Grande",-32.0349,-52.1071,43,"Rio Grande do Sul","RS","Sul",0
354410,"Rio Grande da Serra",-23.7437,-46.3971,35,"São Paulo","SP","Sudeste",0
220900,"Rio Grande do Piauí",-7.78029,-43.1369,22,"Piauí","PI","Nordeste",0
270770,"Rio Largo",-9.47783,-35.8394,27,"Alagoas","AL","Nordeste",0
315530,"Rio Manso",-20.2666,-44.3069,31,"Minas Gerais","MG","Sudeste",0
150616,"Rio Maria",-7.31236,-50.0379,15,"Pará","PA","Norte",0
421500,"Rio Negrinho",-26.2591,-49.5177,42,"Santa Catarina","SC","Sul",0
412230,"Rio Negro",-26.095,-49.7982,41,"Paraná","PR","Sul",0
500730,"Rio Negro",-19.447,-54.9859,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
315540,"Rio Novo",-21.4649,-43.1168,31,"Minas Gerais","MG","Sudeste",0
320440,"Rio Novo do Sul",-20.8556,-40.9388,32,"Espírito Santo","ES","Sudeste",0
315550,"Rio Paranaíba",-19.1861,-46.2455,31,"Minas Gerais","MG","Sudeste",0
431570,"Rio Pardo",-29.988,-52.3711,43,"Rio Grande do Sul","RS","Sul",0
315560,"Rio Pardo de Minas",-15.616,-42.5405,31,"Minas Gerais","MG","Sudeste",0
315570,"Rio Piracicaba",-19.9284,-43.1829,31,"Minas Gerais","MG","Sudeste",0
315580,"Rio Pomba",-21.2712,-43.1696,31,"Minas Gerais","MG","Sudeste",0
315590,"Rio Preto",-22.0861,-43.8293,31,"Minas Gerais","MG","Sudeste",0
130356,"Rio Preto da Eva",-2.7045,-59.6858,13,"Amazonas","AM","Norte",0
521878,"Rio Quente",-17.774,-48.7725,52,"Goiás","GO","Centro-Oeste",0
292700,"Rio Real",-11.4814,-37.9332,29,"Bahia","BA","Nordeste",0
421505,"Rio Rufino",-27.8592,-49.7754,42,"Santa Catarina","SC","Sul",0
171875,"Rio Sono",-9.35002,-47.888,17,"Tocantins","TO","Norte",0
251290,"Rio Tinto",-6.80383,-35.0776,25,"Paraíba","PB","Nordeste",0
521880,"Rio Verde",-17.7923,-50.9192,52,"Goiás","GO","Centro-Oeste",0
500740,"Rio Verde de Mato Grosso",-18.9249,-54.8434,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
315600,"Rio Vermelho",-18.2922,-43.0018,31,"Minas Gerais","MG","Sudeste",0
354420,"Riolândia",-19.9868,-49.6836,35,"São Paulo","SP","Sudeste",0
431575,"Riozinho",-29.639,-50.4488,43,"Rio Grande do Sul","RS","Sul",0
421507,"Riqueza",-27.0653,-53.3265,42,"Santa Catarina","SC","Sul",0
315610,"Ritápolis",-21.0276,-44.3204,31,"Minas Gerais","MG","Sudeste",0
354350,"Riversul",-23.829,-49.429,35,"São Paulo","SP","Sudeste",0
431580,"Roca Sales",-29.2884,-51.8658,43,"Rio Grande do Sul","RS","Sul",0
500750,"Rochedo",-19.9565,-54.8848,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
315620,"Rochedo de Minas",-21.6284,-43.0165,31,"Minas Gerais","MG","Sudeste",0
421510,"Rodeio",-26.9243,-49.3649,42,"Santa Catarina","SC","Sul",0
431590,"Rodeio Bonito",-27.4742,-53.1706,43,"Rio Grande do Sul","RS","Sul",0
315630,"Rodeiro",-21.2035,-42.8586,31,"Minas Gerais","MG","Sudeste",0
292710,"Rodelas",-8.85021,-38.78,29,"Bahia","BA","Nordeste",0
241100,"Rodolfo Fernandes",-5.78393,-38.0579,24,"Rio Grande do Norte","RN","Nordeste",0
120042,"Rodrigues Alves",-7.73864,-72.661,12,"Acre","AC","Norte",0
431595,"Rolador",-28.2566,-54.8186,43,"Rio Grande do Sul","RS","Sul",0
412240,"Rolândia",-23.3101,-51.3659,41,"Paraná","PR","Sul",0
431600,"Rolante",-29.6462,-50.5819,43,"Rio Grande do Sul","RS","Sul",0
110028,"Rolim de Moura",-11.7271,-61.7714,11,"Rondônia","RO","Norte",0
315640,"Romaria",-18.8838,-47.5782,31,"Minas Gerais","MG","Sudeste",0
421520,"Romelândia",-26.6809,-53.3172,42,"Santa Catarina","SC","Sul",0
412250,"Roncador",-24.5958,-52.2716,41,"Paraná","PR","Sul",0
431610,"Ronda Alta",-27.7758,-52.8056,43,"Rio Grande do Sul","RS","Sul",0
431620,"Rondinha",-27.8315,-52.9081,43,"Rio Grande do Sul","RS","Sul",0
510757,"Rondolândia",-10.8376,-61.4697,51,"Mato Grosso","MT","Centro-Oeste",0
412260,"Rondon",-23.412,-52.7659,41,"Paraná","PR","Sul",0
150618,"Rondon do Pará",-4.77793,-48.067,15,"Pará","PA","Norte",0
510760,"Rondonópolis",-16.4673,-54.6372,51,"Mato Grosso","MT","Centro-Oeste",0
431630,"Roque Gonzales",-28.1297,-55.0266,43,"Rio Grande do Sul","RS","Sul",0
140047,"Rorainópolis",0.939956,-60.4389,14,"Roraima","RR","Norte",0
354425,"Rosana",-22.5782,-53.0603,35,"São Paulo","SP","Sudeste",0
210960,"Rosário",-2.93444,-44.2531,21,"Maranhão","MA","Nordeste",0
315645,"Rosário da Limeira",-20.9812,-42.5112,31,"Minas Gerais","MG","Sudeste",0
280610,"Rosário do Catete",-10.6904,-37.0357,28,"Sergipe","SE","Nordeste",0
412265,"Rosário do Ivaí",-24.2682,-51.272,41,"Paraná","PR","Sul",0
431640,"Rosário do Sul",-30.2515,-54.9221,43,"Rio Grande do Sul","RS","Sul",0
510770,"Rosário Oeste",-14.8259,-56.4236,51,"Mato Grosso","MT","Centro-Oeste",0
354430,"Roseira",-22.8938,-45.307,35,"São Paulo","SP","Sudeste",0
270780,"Roteiro",-9.83503,-35.9782,27,"Alagoas","AL","Nordeste",0
315650,"Rubelita",-16.4053,-42.261,31,"Minas Gerais","MG","Sudeste",0
354440,"Rubiácea",-21.3006,-50.7296,35,"São Paulo","SP","Sudeste",0
521890,"Rubiataba",-15.1617,-49.8048,52,"Goiás","GO","Centro-Oeste",0
315660,"Rubim",-16.3775,-40.5397,31,"Minas Gerais","MG","Sudeste",0
354450,"Rubinéia",-20.1759,-51.007,35,"São Paulo","SP","Sudeste",0
150619,"Rurópolis",-4.10028,-54.9092,15,"Pará","PA","Norte",0
231180,"Russas",-4.92673,-37.9721,23,"Ceará","CE","Nordeste",0
241110,"Ruy Barbosa",-5.88745,-35.933,24,"Rio Grande do Norte","RN","Nordeste",0
292720,"Ruy Barbosa",-12.2816,-40.4931,29,"Bahia","BA","Nordeste",0
315670,"Sabará",-19.884,-43.8263,31,"Minas Gerais","MG","Sudeste",0
412270,"Sabáudia",-23.3155,-51.555,41,"Paraná","PR","Sul",0
354460,"Sabino",-21.4593,-49.5755,35,"São Paulo","SP","Sudeste",0
315680,"Sabinópolis",-18.6653,-43.0752,31,"Minas Gerais","MG","Sudeste",0
231190,"Saboeiro",-6.5346,-39.9017,23,"Ceará","CE","Nordeste",0
315690,"Sacramento",-19.8622,-47.4508,31,"Minas Gerais","MG","Sudeste",0
431642,"Sagrada Família",-27.7085,-53.1351,43,"Rio Grande do Sul","RS","Sul",0
354470,"Sagres",-21.8823,-50.9594,35,"São Paulo","SP","Sudeste",0
261200,"Sairé",-8.32864,-35.6967,26,"Pernambuco","PE","Nordeste",0
431643,"Saldanha Marinho",-28.3941,-53.097,43,"Rio Grande do Sul","RS","Sul",0
354480,"Sales",-21.3427,-49.4897,35,"São Paulo","SP","Sudeste",0
354490,"Sales Oliveira",-20.7696,-47.8369,35,"São Paulo","SP","Sudeste",0
354500,"Salesópolis",-23.5288,-45.8465,35,"São Paulo","SP","Sudeste",0
421530,"Salete",-26.9798,-49.9988,42,"Santa Catarina","SC","Sul",0
251300,"Salgadinho",-7.10098,-36.8458,25,"Paraíba","PB","Nordeste",0
261210,"Salgadinho",-7.9269,-35.6503,26,"Pernambuco","PE","Nordeste",0
280620,"Salgado",-11.0288,-37.4804,28,"Sergipe","SE","Nordeste",0
251310,"Salgado de São Félix",-7.35337,-35.4305,25,"Paraíba","PB","Nordeste",0
412280,"Salgado Filho",-26.1777,-53.3631,41,"Paraná","PR","Sul",0
261220,"Salgueiro",-8.07373,-39.1247,26,"Pernambuco","PE","Nordeste",0
315700,"Salinas",-16.1753,-42.2964,31,"Minas Gerais","MG","Sudeste",0
292730,"Salinas da Margarida",-12.873,-38.7562,29,"Bahia","BA","Nordeste",0
150620,"Salinópolis",-0.630815,-47.3465,15,"Pará","PA","Norte",0
231195,"Salitre",-7.28398,-40.45,23,"Ceará","CE","Nordeste",0
354510,"Salmourão",-21.6267,-50.8614,35,"São Paulo","SP","Sudeste",0
261230,"Saloá",-8.9723,-36.691,26,"Pernambuco","PE","Nordeste",0
354515,"Saltinho",-22.8442,-47.6754,35,"São Paulo","SP","Sudeste",0
421535,"Saltinho",-26.6049,-53.0578,42,"Santa Catarina","SC","Sul",0
354520,"Salto",-23.1996,-47.2931,35,"São Paulo","SP","Sudeste",0
315710,"Salto da Divisa",-16.0063,-39.9391,31,"Minas Gerais","MG","Sudeste",0
354530,"Salto de Pirapora",-23.6474,-47.5743,35,"São Paulo","SP","Sudeste",0
510775,"Salto do Céu",-15.1303,-58.1317,51,"Mato Grosso","MT","Centro-Oeste",0
412290,"Salto do Itararé",-23.6074,-49.6354,41,"Paraná","PR","Sul",0
431645,"Salto do Jacuí",-29.0951,-53.2133,43,"Rio Grande do Sul","RS","Sul",0
412300,"Salto do Lontra",-25.7813,-53.3135,41,"Paraná","PR","Sul",0
354540,"Salto Grande",-22.8894,-49.9831,35,"São Paulo","SP","Sudeste",0
421540,"Salto Veloso",-26.903,-51.4043,42,"Santa Catarina","SC","Sul",0
292740,"Salvador",-12.9718,-38.5011,29,"Bahia","BA","Nordeste",1
431647,"Salvador das Missões",-28.1233,-54.8373,43,"Rio Grande do Sul","RS","Sul",0
431650,"Salvador do Sul",-29.4386,-51.5077,43,"Rio Grande do Sul","RS","Sul",0
150630,"Salvaterra",-0.758444,-48.5139,15,"Pará","PA","Norte",0
210970,"Sambaíba",-7.13447,-45.3515,21,"Maranhão","MA","Nordeste",0
171880,"Sampaio",-5.35423,-47.8782,17,"Tocantins","TO","Norte",0
431660,"Sananduva",-27.947,-51.8079,43,"Rio Grande do Sul","RS","Sul",0
521900,"Sanclerlândia",-16.197,-50.3124,52,"Goiás","GO","Centro-Oeste",0
171884,"Sandolândia",-12.538,-49.9242,17,"Tocantins","TO","Norte",0
354550,"Sandovalina",-22.4551,-51.7648,35,"São Paulo","SP","Sudeste",0
421545,"Sangão",-28.6326,-49.1322,42,"Santa Catarina","SC","Sul",0
261240,"Sanharó",-8.36097,-36.5696,26,"Pernambuco","PE","Nordeste",0
431710,"Sant'Ana do Livramento",-30.8773,-55.5392,43,"Rio Grande do Sul","RS","Sul",0
354560,"Santa Adélia",-21.2427,-48.8063,35,"São Paulo","SP","Sudeste",0
354570,"Santa Albertina",-20.0311,-50.7297,35,"São Paulo","SP","Sudeste",0
412310,"Santa Amélia",-23.2654,-50.4288,41,"Paraná","PR","Sul",0
292750,"Santa Bárbara",-11.9515,-38.9681,29,"Bahia","BA","Nordeste",0
315720,"Santa Bárbara",-19.9604,-43.4101,31,"Minas Gerais","MG","Sudeste",0
354580,"Santa Bárbara d'Oeste",-22.7553,-47.4143,35,"São Paulo","SP","Sudeste",0
521910,"Santa Bárbara de Goiás",-16.5714,-49.6954,52,"Goiás","GO","Centro-Oeste",0
315725,"Santa Bárbara do Leste",-19.9753,-42.1457,31,"Minas Gerais","MG","Sudeste",0
315727,"Santa Bárbara do Monte Verde",-21.9592,-43.7027,31,"Minas Gerais","MG","Sudeste",0
150635,"Santa Bárbara do Pará",-1.19219,-48.238,15,"Pará","PA","Norte",0
431670,"Santa Bárbara do Sul",-28.3653,-53.251,43,"Rio Grande do Sul","RS","Sul",0
315730,"Santa Bárbara do Tugúrio",-21.2431,-43.5607,31,"Minas Gerais","MG","Sudeste",0
354600,"Santa Branca",-23.3933,-45.8875,35,"São Paulo","SP","Sudeste",0
292760,"Santa Brígida",-9.73227,-38.1209,29,"Bahia","BA","Nordeste",0
510724,"Santa Carmem",-11.9125,-55.2263,51,"Mato Grosso","MT","Centro-Oeste",0
251315,"Santa Cecília",-7.7389,-35.8764,25,"Paraíba","PB","Nordeste",0
421550,"Santa Cecília",-26.9592,-50.4252,42,"Santa Catarina","SC","Sul",0
412320,"Santa Cecília do Pavão",-23.5201,-50.7835,41,"Paraná","PR","Sul",0
431673,"Santa Cecília do Sul",-28.1609,-51.9279,43,"Rio Grande do Sul","RS","Sul",0
354610,"Santa Clara d'Oeste",-20.09,-50.9491,35,"São Paulo","SP","Sudeste",0
431675,"Santa Clara do Sul",-29.4747,-52.0843,43,"Rio Grande do Sul","RS","Sul",0
241120,"Santa Cruz",-6.22475,-36.0193,24,"Rio Grande do Norte","RN","Nordeste",0
251320,"Santa Cruz",-6.5237,-38.0617,25,"Paraíba","PB","Nordeste",0
261245,"Santa Cruz",-8.24153,-40.3434,26,"Pernambuco","PE","Nordeste",0
292770,"Santa Cruz Cabrália",-16.2825,-39.0295,29,"Bahia","BA","Nordeste",0
261247,"Santa Cruz da Baixa Verde",-7.81339,-38.1476,26,"Pernambuco","PE","Nordeste",0
354620,"Santa Cruz da Conceição",-22.1405,-47.4512,35,"São Paulo","SP","Sudeste",0
354625,"Santa Cruz da Esperança",-21.2951,-47.4304,35,"São Paulo","SP","Sudeste",0
292780,"Santa Cruz da Vitória",-14.964,-39.8115,29,"Bahia","BA","Nordeste",0
354630,"Santa Cruz das Palmeiras",-21.8235,-47.248,35,"São Paulo","SP","Sudeste",0
521920,"Santa Cruz de Goiás",-17.3155,-48.4809,52,"Goiás","GO","Centro-Oeste",0
315733,"Santa Cruz de Minas",-21.1241,-44.2202,31,"Minas Gerais","MG","Sudeste",0
412330,"Santa Cruz de Monte Castelo",-22.9582,-53.2949,41,"Paraná","PR","Sul",0
315737,"Santa Cruz de Salinas",-16.0967,-41.7418,31,"Minas Gerais","MG","Sudeste",0
150640,"Santa Cruz do Arari",-0.661019,-49.1771,15,"Pará","PA","Norte",0
261250,"Santa Cruz do Capibaribe",-7.94802,-36.2061,26,"Pernambuco","PE","Nordeste",0
315740,"Santa Cruz do Escalvado",-20.2372,-42.8169,31,"Minas Gerais","MG","Sudeste",0
220910,"Santa Cruz do Piauí",-7.1785,-41.7609,22,"Piauí","PI","Nordeste",0
354640,"Santa Cruz do Rio Pardo",-22.8988,-49.6354,35,"São Paulo","SP","Sudeste",0
431680,"Santa Cruz do Sul",-29.722,-52.4343,43,"Rio Grande do Sul","RS","Sul",0
510774,"Santa Cruz do Xingu",-10.1532,-52.3953,51,"Mato Grosso","MT","Centro-Oeste",0
220915,"Santa Cruz dos Milagres",-5.80581,-41.9506,22,"Piauí","PI","Nordeste",0
315750,"Santa Efigênia de Minas",-18.8235,-42.4388,31,"Minas Gerais","MG","Sudeste",0
354650,"Santa Ernestina",-21.4618,-48.3953,35,"São Paulo","SP","Sudeste",0
412340,"Santa Fé",-23.04,-51.808,41,"Paraná","PR","Sul",0
521925,"Santa Fé de Goiás",-15.7664,-51.1037,52,"Goiás","GO","Centro-Oeste",0
315760,"Santa Fé de Minas",-16.6859,-45.4102,31,"Minas Gerais","MG","Sudeste",0
171886,"Santa Fé do Araguaia",-7.15803,-48.7165,17,"Tocantins","TO","Norte",0
354660,"Santa Fé do Sul",-20.2083,-50.932,35,"São Paulo","SP","Sudeste",0
